Response;Submitted on:;Q16_KRITIK DAN SARAN;sentimen
297286;16/09/2025 13.31;Menurut saya, kegiatan PKKMB ini sangat bermanfaat karena membantu kami, mahasiswa baru, memahami sistem perkuliahan di UNPAM, mengenal dosen dan organisasi kemahasiswaan, serta memberi motivasi untuk menghadapi dunia kampus. Saya juga jadi lebih semangat karena merasa didukung dan disambut dengan baik sebagai bagian dari keluarga besar UNPAM. menurut saya, materi PKKMB kemarin sudah sangat lengkap dan informatif. Semua informasi penting seperti akademik, organisasi, dan fasilitas kampus dijelaskan dengan baik. Mungkin saran dari saya, agar ke depannya ada sesi sharing langsung dari mahasiswa senior atau alumni, supaya kami bisa dapat gambaran lebih nyata tentang kehidupan kampus dan tantangan yang mungkin dihadapi. ;positif
298312;16/09/2025 15.59;jujurly aku sedih karna jadinya online huhu tapi gapapa pasti setiap keputusan yang diambil banyak pertimbangannya, mungkin untuk kedepannya semoga lebih dipertimbangkan lagi, mungkin bisa diundur untuk pkkmb nya agar tetap offline dan menyesuaikan keadaan.;netral
300970;16/09/2025 22.37;SANGAT SERUU;positif
334412;20/09/2025 06.07;Tidak ada masukan dari saya. Tetapi, maaf menurut saya sebaiknya tidak memberikan tugas PKKMB untuk membuat vidio yang memaksanya memposting melalui sosial media. Karena, tidak semua orang bisa edit vidio, dan tidak semua orang punya merekam vidio dengan tenang (banyaknya suara yang masuk membuat kebisingan yang menutupi apa yang dikatakan si pembuat vidio). Sebaiknya, jika ada tugas membuat vidio usahakan hanya untuk perkenalan 1 kampus atau 1 kelas. Secara keseluruhan sudah sangat baik PKKMB yang dilakukan, hanya mengganggu saat ada tugas membuat vidio perkenalan yang harus diposting melalui sosial media. Terima kasih... ;netral
286492;13/09/2025 09.26;perbaiki server aja agar tidak gampang down;positif
352932;21/09/2025 14.13;kegiatan pkkmb yang baik dan berkesan, membangun relasi dengan teman baru serta memanfaatkan kesempatan untuk bertanya dan belajar mengenai lingkungan kampus dan perkuliahan;positif
351372;21/09/2025 11.23;jangan ngeleg ngeleg;netral
316280;18/09/2025 23.51;cukup dimeriahkan jika pkkmb online nya karena kemarin ngantuk dengerin live youtobe karena pkkmb nya online;netral
312758;18/09/2025 17.30;Lain kali luring pkkmb nya biar lebih kenal satu sama lainnya;netral
312780;18/09/2025 17.32;Lain kali luring pkkmb nya biar lebih kenal satu sama lainnya;netral
312966;18/09/2025 17.57;Saran dari saya untuk kedepannya alangkah baiknya jika bisa meniadakan pkkmb online karena situasi atau pengalaman yg sangat berbeda.  Karena pkkmb offline pastinya lebih seru dan lebih memahami/mengenal tentang kampus Unpam.;positif
340996;20/09/2025 17.35;mungkin tidak ada masukan karena acara pkkmb ini berjalan degan lancar, cuma sedikit permasalah saja karena pkkmb ini online jadi banyak yang binggung cara mengerjakan tesnya sekian terimakasih.;positif
276116;10/09/2025 21.10;Tidak ada masukan dari saya cuman dikarenakan PKKMB pertama dilakukan secara online menjadi tidak seseru PKKMB offline;positif
279984;11/09/2025 20.03;tidak ada;netral
319800;19/09/2025 09.36;Mungkin bisa di upgrade sistem nya karena kalau lagi banyak yg akses sering eror  ;netral
352098;21/09/2025 12.27;Sangat puas;positif
315510;18/09/2025 22.44;tanggapan saya, pkkmb yang online karena ada demo itu sudah tepat sih, demi keamanan juga. Tapi jujur, acaranya jadi kurang seru karena isinya cuma materi, nonton video, terus ngerjain soal. Memang materinya penting, tapi karena semuanya dilakukan sendiri tanpa ada interaksi langsung, jadi terasa agak membosankan dan nggak terlalu berkesan. Mungkin ke depannya bisa ada sesi live atau diskusi bareng biar kita sebagai mahasiswa baru bisa lebih aktif, kenal kampus, dan juga kenal teman-teman lainnya meskipun lewat online. Terimakasih🙏🏻.;netral
313978;18/09/2025 19.59;ok, walaupun pkkmb pertama online ;positif
276090;10/09/2025 20.52;seruu, sayang banget harus online ;positif
328226;19/09/2025 22.27;masukan saya , agar lebih seru lagi pkkmb nya dan bikin suasana yang seru;positif
297080;16/09/2025 13.02;Semoga Universitas Pamulang semakin maju dan berkembang ;netral
297084;16/09/2025 13.02;Semoga Universitas Pamulang semakin maju dan berkembang ;netral
275796;10/09/2025 18.18;Menurut saya, kegiatan PKKMB ini penting bagi mahasiswa baru untuk mengenali ruang lingkup universitas dan pemberian informasi penting secara langsung untuk mahasiswa. Sangat menyenangkan dan lebih bermakna apabila kegiatan PKKMB ini diselenggarakan secara langsung. ;positif
276008;10/09/2025 20.20;kegiatan ppkmb kemarin reguler ck dilaksanakan secara daring, acara nya berjalan lancar , dan seru tetapi akan lebih seru ketika pelaksanaannya secara luring atau tatap muka.   materi yang disampai kan cukup dimengerti ;positif
276004;10/09/2025 20.18;Sangat memotivasi dan seru;positif
284744;12/09/2025 19.44;Tidak ada. Terima kasih;netral
315920;18/09/2025 23.23;kurang menarik karena online;netral
300830;16/09/2025 22.21;pkkmb nya sudah sangat seru tetapi saran saya untuk yang di lantai satu tolong di kasih kursi agar tidak cape duduk;positif
300834;16/09/2025 22.21;pkkmb nya sudah sangat seru tetapi saran saya untuk yang di lantai satu tolong di kasih kursi agar tidak cape duduk;positif
284976;12/09/2025 20.42;Tidak ada.;netral
318242;19/09/2025 06.12;Saya senang mengikuti kegiatan ppkmb unpam;positif
290692;15/09/2025 13.42;Dengan adanya PKKMB sangat membantu mahasiswa baru beradaptasi di lingkungan perkuliahan yang baru, dengan memberikan informasi mengenai kampus, sistem akademik, kegiatan mahasiswa, serta menanamkan karakter mandiri dan bertanggung jawab. Masukan umum untuk PKKMB adalah agar kegiatan lebih interaktif, tidak membosankan, dan memanfaatkan media kreatif seperti video dan diskusi aktif untuk meningkatkan pemahaman mahasiswa. ;netral
348218;21/09/2025 05.38;TOLONG BENAHI SERVER ;netral
276236;10/09/2025 21.50;semoga kedepan nya PKKMB lebih menyenangkan dan kegiatan nya diakan secara luring.;positif
352402;21/09/2025 12.59;seru;positif
298572;16/09/2025 16.42;Konsep lebih interaktif, lebih banyak dokumentasi, beri ruang tanya jawab HIMA dan UKM agar MABA lebih mengenal HIMA dan UKM;positif
276162;10/09/2025 21.26;sedikit saran untuk website nya mohon di tingkatkan lagi, terimakasi unpam LOVE U.;netral
303180;17/09/2025 16.43;saran jangan online, kurang seru;netral
353630;21/09/2025 16.44;Sangat baik;positif
283080;12/09/2025 14.22;semangattttttt;netral
316818;19/09/2025 00.42;semoga kedepannya bisa offline ;netral
302108;17/09/2025 14.25;Karena pkkmb nya daring dan banyaknya info simpang siur sehingga kita tidak scan barcode keluar dan isi kuesioner ketika pkkmb berakhir. Saran saya jika terjadi lagi, berikan tutorial atau panduan penggunaan platform daring sebelum pkkmb dimulai untuk mengurangi kebingungan. Terima kasih;netral
330300;20/09/2025 00.48;Pertahankan suasana ramah dan penuh keakraban antar peserta.  Lanjutkan materi motivasi dan pengembangan diri yang inspiratif.    ;positif
328668;19/09/2025 22.58; jujur, acaranya jadi kurang seru karena isinya cuma materi, nonton video, terus ngerjain soal. Memang materinya penting, tapi karena semuanya dilakukan sendiri tanpa ada interaksi langsung, jadi terasa agak membosankan dan nggak terlalu berkesan. Mungkin ke depannya bisa ada sesi live atau diskusi bareng biar kita sebagai mahasiswa baru bisa lebih aktif, kenal kampus, dan juga kenal teman-teman lainnya meskipun lewat online.;netral
279516;11/09/2025 17.48;Good;positif
352234;21/09/2025 12.41;Secara keseluruhan kegiatan pkkmb baik luring yang dilaksanakan menjadi daring dan juga pkkmb daring sudah baik, mulai dari penyampaian materi dan informasi yang diberikan sudah jelas hanya saja berkendara dari pkkmb daring beberapa kali server down yang membuat pengerjaan pkkmb daring sedikit terlambat.;netral
286126;13/09/2025 01.08;Kurang menyenangkan karena online.;netral
289924;15/09/2025 11.37;pkkmb sudah sangat bagus;positif
310046;18/09/2025 12.44;Tidak ada;netral
349598;21/09/2025 08.32;kegiatan PKKMB online sangat lah gampang bagi semua mahasiswa;netral
275990;10/09/2025 20.14;Masukan nya tidak ada, semuanya memuaskan dan bagus.;positif
340638;20/09/2025 16.51;"izin memberikan masukan, web sering down alangkah lebih baik kedepannya menggunakan aplikasi saja, kalaupun tetap menggunakan web tolong waktu nya jangan 7 menit ketika mengerjakan soal karna waktunya sudah habis sebelum soal"" terjawab batas minimal karna loading yang cukup lama, semoga unpam semakin berbenah kedepannya, dan menjadi kampus terbaik ";netral
318714;19/09/2025 07.35;Tidak ada masukan. Sangat baik dan membantu mahasiswa baru untuk mengetahui tentang  kampus ;positif
351986;21/09/2025 12.17;Sangat seru, dan luar biasa;positif
349000;21/09/2025 07.21;Mungkin web bisa lebih mudah akses;positif
344946;20/09/2025 23.51;sangat flat tp seru;netral
276268;10/09/2025 22.02;KEGIATAN TERSEBUT SANGAT BERMANFAAT DAN TERSUSUN DENGAN RAPIH. MINUSNYA GABISA PKKMB OFFLINE AJA :(;positif
302772;17/09/2025 15.44;Sangant menyanankan walaupun ppkmb saya online. dan semua informasi tentang universitas pamulang dijelaskan dengan baik.;positif
327838;19/09/2025 21.59;Sebisa mungkin dilakukan secara offline;netral
285672;12/09/2025 23.00;harusnya offline semua aja pak/bu hehe;netral
351816;21/09/2025 12.01;Cukup memuaskan, hanya saja pkkbm yang luring jadi daring, tetapi pkkmb ini sangat membantu sekali bagi seorang mahasiswa, saran saja untuk yang daring ini wen nya selalu down, dimohon untuk memperbaiki supaya kedepannya unpam makin jos, terimaksi;positif
335002;20/09/2025 06.55;web spmb nya tolong diperbaiki lagi, soalnya ngelag parah.;netral
305962;17/09/2025 22.10;Sudah sangat bagus;positif
348084;21/09/2025 05.21;Pastikan materi tidak hanya bersifat teori,tapi juga aplikasi agar mahasiswa baru memahami kehidupan kampus dengan nyata.;netral
324552;19/09/2025 17.35;Sebaiknya berikan peserta modul atau panduan (cetak/digital) yang berisi informasi penting sebagai pegangan mereka selama PKKMB dan masa perkuliahan. ;positif
333028;20/09/2025 04.30;masih agak lemot;negatif
281324;12/09/2025 01.27;seru;positif
306676;17/09/2025 23.33;Semoga PKKMB tahun depan bisa offline, supaya bisa mengenal teman kelas terlebih dahulu ;netral
285870;12/09/2025 23.44;BAGUSS;positif
332628;20/09/2025 04.04;Kegiatan PKKMB online kurang seru, kalo offline pasti lebih seru;netral
277204;11/09/2025 04.23;Kegiatan yang sangat bagus dan mudah di pahami juga, sayah sangat senang bergabung di kegiatan ini;positif
293542;15/09/2025 21.32;Kurang nya kmrn PKKMB KELAS CK Online ;negatif
321714;19/09/2025 13.17;Semoga makin sukses;netral
285960;13/09/2025 00.09;pkkmb secara online sudah berjalan dengan baik dan informatif, tapi hanya saja kadang jaringan internet membuat tertinggal materi, dan absennya dengan scan QR sedikit ada kendala.;positif
347740;21/09/2025 04.07;Kegiatan PKKMB UNPAM sudah sangat bagus;positif
290554;15/09/2025 13.18;PKKMB Sesuai dengan keinginan  ;netral
333642;20/09/2025 05.21;Semoga PKKMB memberi gambaran jelas tentang dunia perkuliahan dan sistem akademik.;positif
352468;21/09/2025 13.07;-;netral
281354;12/09/2025 01.47;TRUE;netral
341008;20/09/2025 17.36;Menurut saya, PKKMB sudah berjalan dengan baik dan bermanfaat. Namun, akan lebih maksimal lagi jika website kampus dapat ditingkatkan agar tidak down atau lemot saat diakses, dan alur informasi bisa disampaikan lebih jelas serta to the point, sehingga mahasiswa baru lebih mudah memahami.;netral
322018;19/09/2025 13.48;semua penyelenggaraan sudah baik dan materi yg diberikan sangat membantu dan bermanfaat sekali;positif
351010;21/09/2025 10.50;Jangan online lagi;netral
297292;16/09/2025 13.32;Sangat amat bagus, mudah dipahami meskipun PKKMB nya dilakukan secara during tapi sangat membantu.;positif
328644;19/09/2025 22.56;SANGAT SERU TAPI DISAYANGKAN PADA SAAT GELOMBANG KEDUA MELALUI DARING;positif
345288;21/09/2025 00.21;sudah cukup baik, tetapi untuk server mungkin bisa lebih baik lagi;positif
313404;18/09/2025 18.44;Semoga kedepannya bisa pkkmb offline karna saya pkkmb online kurang seru;netral
341400;20/09/2025 18.21;seru ;positif
351452;21/09/2025 11.29;Kurangi materi teoritis yang membosankan. Fokus pada informasi praktis yang langsung berguna bagi mahasiswa baru, seperti cara mengakses fasilitas kampus, tips belajar efektif, dan pengenalan sistem akademik.;netral
289468;15/09/2025 10.19;Kegiatan PKKMB adalah kegiatan untuk memperluas pemahaman kita terhadap lingkungan kampus, untuk mengenal teman satu sama lain, serta memberikan motivasi yang luar biasa bagi kami MANA(mahasiswa baru) untuk tetap tekun belajar agar bisa lulus tepat waktu tanpa ada gangguan     TERIMAKASIH🙏;positif
346014;21/09/2025 01.18;tidak ada;netral
284878;12/09/2025 20.18;Harapan saya sebagai Mahasiswa   Saling Toleransi Pada Sesama,   Dapat Mendidik Dan Mengarahkan Siswa dalam Pembelajaran,  Dengan adanya PPKMB ini semoga Saling mengenal sesama Baik dalam organisasi maupun Pendidikan. Terimakasih ;positif
280012;11/09/2025 20.17;puasss,cumaa tadii agaa erorr dikit.soalnyaa pas udh nonton beberapa kali vidio nya ga ke ceklis² di keterangan nya,dan ketika masukin nim dan password nya ga bisa masuk².tapi habis itu aman koo.;positif
281560;12/09/2025 06.19;Pengenalan fasilitas kampus secara detail akan sangat membantu mahasiswa baru. ;positif
283152;12/09/2025 14.36;saya harap di kegiatan pkkmb tahun berikutnya panitia lebih jelas lagi menginformasikan terkait kegiatan, jangan di beri tau mepet mepet acara. lalu dari pihak unpam langsung memberikan info resmi dari instagram atau whatsapp resmi agar tidak ada berita simpang siur. tetapi sejauh ini unpam sudah memberikan yang terbaik. terimakasih untuk panita dan jajarannya yang sudah semaksimal mungkin memberikan kesan yang baik bagi mahasiswa baru❤️;positif
309638;18/09/2025 11.56;Menurut saya, karena PKKMB ini meliput PKKMB online juga yang mengharuskan akses web, sehingga ketika banyak yg mengakses itu terkendala untuk akses/eror, masukannya/saran nya kalau bisa disediakan berbasis aplikasi untuk pengerjaan nya;positif
276456;10/09/2025 22.43;Sejauh ini semuanya keren & berkesan sekali, semoga di pkkmb selanjutnya bisa lebih meriah lagi..;positif
287870;13/09/2025 15.04;Alhamdulillah, cukup puas ;positif
309176;18/09/2025 10.59;unpam kerennn;positif
327914;19/09/2025 22.03;semoga lebih banyak manfaatnya supaya mengenal lebih jauh tentang unpam;netral
303992;17/09/2025 18.13;PKKMB Online maupun Offline tolong lebih diaktifkan tentang infonya;netral
281082;11/09/2025 23.59;Semoga unpam semakin maju  Dan pkkmb nya semakin seru dan menarik;positif
303942;17/09/2025 18.06;sangatt antusias dalam mengikuti pkkmb karna bisa tahu lebih dalam kampus unpam ;netral
353566;21/09/2025 16.23;keliling kampus agar tau denah nya;netral
347940;21/09/2025 04.50;untuk sistem online seperti ini, agar mempermudah mohon untuk meningkatkan kelancaran server🙏🏻;positif
297872;16/09/2025 15.00;Menyediakan hadiah untuk pemenang vidio pkkmb unpam paling kreatif😄;positif
278326;11/09/2025 13.08;Cukup baik hanya saja saat pengerjaan kuis waktu yang diberikan cukup singkat;positif
308844;18/09/2025 10.09;tidak ada saran lagi, sudah mantap pak/bu 👍👍👍;positif
295316;16/09/2025 04.55;Untuk pkkmb selanjut nya untuk pkkmb waktu nya jangan singkat karena sistem pmb suka down.;positif
319428;19/09/2025 08.57;Puas bagus ;positif
316400;19/09/2025 00.03;untuk kegiatan PKKMB UNPAM KAMPUS SERANG, lebih di meriahkan lagi acaranya PKKMB...;netral
285804;12/09/2025 23.28;Bukan buat pkkmb tapi, pohonnya kapan di tanam ya? Panas bangett apalagi serang kan super hot😭😭;negatif
289950;15/09/2025 11.42;seru,sangat puas;positif
303146;17/09/2025 16.37;Perlu diadakan sesi keliling kampus supaya mahasiswa baru juga mengenali lingkungan kampus.;netral
332954;20/09/2025 04.25;Kegiatan pkkmb sudah cukup bagus sebagai sarana untuk mengenalkan mahasiswa baru terhadap lingkungan kampus, mulai dari sistem akademik, organisasi kemahasiswaan, hingga budaya belajar di perguruan tinggi.;positif
314372;18/09/2025 20.51;Seru ;positif
286432;13/09/2025 08.54;Tidak ada ada masukan;positif
287482;13/09/2025 13.43;Kegiatan PKKMB nya menyenangkan;positif
279700;11/09/2025 18.50;Alhamdulillah, dengan adanya kegiatan PKKMB offline maupun online sangat membatu sekali,saya sangat setuju sekali yang awalnya saya tidak terlalu paham dengan mentari,my unpam Alhamdulillah sekarang sudah paham,sangat membantu sekali kegiatan ini🙏🏻😊;positif
297890;16/09/2025 15.04;sangat menyenangkan dan bisa dapet banyak teman;positif
352920;21/09/2025 14.10;Sebaiknya penyampaian seluruh informasi yg dibutuhkan oleh mahasiswa dikumpulkan dalam satu forum atau aplikasi, agar memudahkan dalam mencari informasi yg dibutuhkan. Saran saya, Jika universitas unpam mampu menciptakan AI yg menjadi segala sumber informasi tentang kampus unpam, ini akan sangat berguna bagi mahasiswa yg ingin menannyakan infomasi yg terlewat atau belum dipahami.;positif
